id,displayName,primaryImage,heightCm,birthDate,deathDate,meterRanking,page,currentRank,currentRank_Tier
nm3719144,Cody Fern,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTljYWU4ZTUtZjU3ZC00MjU5LTgxZjUtODQxOTVjZTA5ZmFiXkEyXkFqcGc@._V1_.jpg', 'width': 2400, 'height': 3000}",179.0,,,,92,,
nm0215000,John Dehner,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYyNzI3NDkxNF5BMl5BanBnXkFtZTcwOTU2MzYwOA@@._V1_.jpg', 'width': 1378, 'height': 2048}",188.0,"{'year': 1915, 'month': 11, 'day': 23}","{'year': 1992, 'month': 2, 'day': 4}",,92,,
nm2026536,Aramis Knight,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTliODJhMWQtYzNjZC00Mzg0LWE5NDAtOTdiNWY2ODFkMzU0XkEyXkFqcGc@._V1_.jpg', 'width': 3941, 'height': 5911}",173.0,,,,92,,
nm0402011,Michael Conner Humphreys,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2E3NjQzY2EtODAyZi00ZTU5LWJlMjYtMDUzMzEwYThkODVkXkEyXkFqcGc@._V1_.jpg', 'width': 438, 'height': 650}",,"{'year': 1985, 'month': 3, 'day': 1}",,,92,,
nm0530365,Sergi López,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTIzMDc3NzE4NV5BMl5BanBnXkFtZTYwNjQwODc1._V1_.jpg', 'width': 271, 'height': 400}",173.0,"{'year': 1965, 'month': 12, 'day': 22}",,,92,,
nm0775870,John Schuck,"{'url': 'https://m.media-amazon.com/images/M/MV5BODc0NjY3NTc1MF5BMl5BanBnXkFtZTcwMTA0NjUwOA@@._V1_.jpg', 'width': 1052, 'height': 1506}",184.0,"{'year': 1940, 'month': 2, 'day': 4}",,,92,,
nm0358460,Daran Norris,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGZmNjkxNjgtNWE4ZC00ZTFmLThhOWItYjRkNGUzMWY0YjU5XkEyXkFqcGc@._V1_CR40,519,3333,5000_.jpg', 'width': 3333, 'height': 5000}",188.0,"{'year': 1964, 'month': 11, 'day': 1}",,,92,,
nm0000825,Mary Badham,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM1MzM3MTYwOV5BMl5BanBnXkFtZTcwMTk3OTExNQ@@._V1_.jpg', 'width': 499, 'height': 750}",,"{'year': 1952, 'month': 10, 'day': 7}",,,92,,
nm0308744,Kathy Garver,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmQ5Y2Q1MmItODg5OC00OGRjLWJjNTQtZmY2N2FmNTdkYTc5XkEyXkFqcGc@._V1_.jpg', 'width': 2592, 'height': 3888}",155.0,,,,92,,
nm0641417,John O'Hurley,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjIyOTk4OTcyNV5BMl5BanBnXkFtZTcwNTI0ODUwNA@@._V1_.jpg', 'width': 254, 'height': 400}",189.0,"{'year': 1954, 'month': 10, 'day': 9}",,,92,,
nm0092639,James Bolam,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc2MjI0NzIwM15BMl5BanBnXkFtZTcwODkxMTg2OA@@._V1_.jpg', 'width': 984, 'height': 1374}",175.0,"{'year': 1935, 'month': 6, 'day': 16}",,,92,,
nm17286128,Luke Manley,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTkyODljZDYtYTZiNy00OTllLWI2YzUtYzIzMGJhMWQ3ODU2XkEyXkFqcGc@._V1_CR420,1,496,744_.jpg', 'width': 496, 'height': 744}",,,,,92,,
nm0005547,Alexandra Wentworth,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzI5MTE0MjgzOF5BMl5BanBnXkFtZTcwNzUxMjg3Nw@@._V1_.jpg', 'width': 1628, 'height': 2048}",170.0,"{'year': 1965, 'month': 1, 'day': 12}",,,92,,
nm5626443,Dior Goodjohn,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjM4ZDBmMzEtMDk5ZS00ZTExLWFhODktMzllN2FkYTBjYjFmXkEyXkFqcGc@._V1_CR66,0,682,1023_.jpg', 'width': 682, 'height': 1023}",,"{'year': 2006, 'month': 8, 'day': 13}",,,92,,
nm3277426,Aaron Southerland,,183.0,"{'year': 1983, 'month': 10, 'day': 11}",,,92,,
nm9350760,Han So-hee,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDNmNTZhMDgtNGNjZi00OWNjLThlZDktYzE3NGNiYjhkNWNmXkEyXkFqcGc@._V1_.jpg', 'width': 720, 'height': 900}",165.0,"{'year': 1993, 'month': 11, 'day': 18}",,,92,,
nm2198800,Jessica Knappett,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmJmNmZhODctNzc1OC00MGMzLTliNGYtY2IyOGUyYmRkNjdmXkEyXkFqcGc@._V1_.jpg', 'width': 500, 'height': 375}",177.0,"{'year': 1984, 'month': 11, 'day': 28}",,,92,,
nm0000952,Hart Bochner,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI1MTIwNTk2M15BMl5BanBnXkFtZTYwNjQ2NTEz._V1_.jpg', 'width': 450, 'height': 624}",187.0,"{'year': 1956, 'month': 10, 'day': 3}",,,92,,
nm0653952,Kelly Overton,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGNlOGMyZjQtZDBmNy00MjVjLWE1ZDEtMDIyNjM1ZGUwOWU5XkEyXkFqcGc@._V1_.jpg', 'width': 1024, 'height': 683}",170.0,"{'year': 1978, 'month': 8, 'day': 28}",,,92,,
nm0114178,Marcy Lafferty,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkzNDYyMjc1OV5BMl5BanBnXkFtZTcwNzY0ODExOA@@._V1_.jpg', 'width': 743, 'height': 1183}",,"{'year': 1946, 'month': 6, 'day': 21}",,,92,,
nm0321096,Sheila Gish,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY2MjI3NDg1NV5BMl5BanBnXkFtZTcwMTk3OTkwOA@@._V1_.jpg', 'width': 568, 'height': 841}",163.0,"{'year': 1942, 'month': 4, 'day': 23}","{'year': 2005, 'month': 3, 'day': 9}",,92,,
nm1015789,Marco van Belle,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzE5ZDU3YjEtYzA5Ni00NjRlLTg0ZjItMmI4YTIwYzYxMmE3XkEyXkFqcGc@._V1_.jpg', 'width': 533, 'height': 628}",,,,,92,,
nm0824353,Maggie Steed,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzFhZWRkNWQtMTI0YS00YjM2LTg1NDEtMWVkMzUwNmNlYzdmXkEyXkFqcGc@._V1_.jpg', 'width': 872, 'height': 1055}",170.0,"{'year': 1946, 'month': 12, 'day': 1}",,,92,,
nm5644996,Rachel Platten,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkzMzAzMjUzNV5BMl5BanBnXkFtZTgwMjg4NzU2MDI@._V1_.jpg', 'width': 1363, 'height': 2048}",165.0,"{'year': 1981, 'month': 5, 'day': 20}",,,92,,
nm0686818,Dana Plato,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg3ODUxMjU5NF5BMl5BanBnXkFtZTgwNjU4ODU1MTE@._V1_.jpg', 'width': 1957, 'height': 3000}",157.0,"{'year': 1964, 'month': 11, 'day': 7}","{'year': 1999, 'month': 5, 'day': 8}",,92,,
nm0002012,Randall 'Tex' Cobb,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEzMzc2NzYwN15BMl5BanBnXkFtZTcwMTI3OTgwMw@@._V1_.jpg', 'width': 945, 'height': 2048}",191.0,"{'year': 1950, 'month': 5, 'day': 7}",,,92,,
nm0576345,John Megna,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWI1NDk0MmEtYTQ3OC00NTk1LTlmYjItYWU2OWE1MWYzMzA5XkEyXkFqcGc@._V1_.jpg', 'width': 1024, 'height': 764}",,"{'year': 1952, 'month': 11, 'day': 9}","{'year': 1995, 'month': 9, 'day': 5}",,92,,
nm0889338,Rupert Vansittart,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2Y3MTM0NTAtZDI2NC00NGU4LWEwOWYtNzliOWM0MDE5N2JmXkEyXkFqcGc@._V1_.jpg', 'width': 377, 'height': 540}",185.0,"{'year': 1958, 'month': 2, 'day': 10}",,,92,,
nm16136069,Sofie Aurelia,,,,,,92,,
nm0790689,Ruth Sheen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAwNTk3NTg2NV5BMl5BanBnXkFtZTcwMjYzNTE3Mw@@._V1_.jpg', 'width': 2048, 'height': 1365}",170.0,{'year': 1950},,,92,,
nm0762153,Miguel Sandoval,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzM3OGVlMTYtMWVjOC00OWUyLThlM2YtYjVhMmE4Y2JiZGU2XkEyXkFqcGc@._V1_.jpg', 'width': 1045, 'height': 690}",170.0,"{'year': 1951, 'month': 11, 'day': 16}",,,92,,
nm16980554,Mustafa Ahmed,,,,,,92,,
nm0643000,Simon Oakland,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjI2Mjc5NjIwM15BMl5BanBnXkFtZTcwMjg3NDYxOA@@._V1_.jpg', 'width': 2048, 'height': 1934}",183.0,"{'year': 1915, 'month': 8, 'day': 28}","{'year': 1983, 'month': 8, 'day': 29}",,92,,
nm0326626,Arlene Golonka,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYwMzkwMzE5NF5BMl5BanBnXkFtZTcwNjQ3NDkwNA@@._V1_.jpg', 'width': 2048, 'height': 1604}",161.0,"{'year': 1936, 'month': 1, 'day': 23}","{'year': 2021, 'month': 5, 'day': 31}",,92,,
nm0726939,Robin Riker,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTgxOTMxMTEtNWVkYy00YjYxLTliZDItMTA4MmIwNGU2N2Q5XkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 754}",170.0,,,,92,,
nm0353405,Jean Hagen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA5MjMwMjQxNV5BMl5BanBnXkFtZTcwMjY2MzYwOA@@._V1_.jpg', 'width': 1594, 'height': 2048}",163.0,"{'year': 1923, 'month': 8, 'day': 3}","{'year': 1977, 'month': 8, 'day': 29}",,92,,
nm12104946,Al Cammish,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2M5ZWQxZDMtYjY5NC00N2VjLWEyMDgtYzU3Njk4OWU2ZWZlXkEyXkFqcGc@._V1_CR0,0,3167,4751_.jpg', 'width': 3167, 'height': 4751}",,,,,92,,
nm1653125,Albert Jones,"{'url': 'https://m.media-amazon.com/images/M/MV5BODMxMjdhNDgtZDU4My00MTc5LTk3YWMtMDI4ZTEzZjIxNmIzXkEyXkFqcGc@._V1_.jpg', 'width': 2310, 'height': 2888}",,,,,92,,
nm1026161,Dan Payne,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDM5NzIyZDktYWJlZi00YzI4LWI3MzAtMDAzOTA3OTgwOWZlXkEyXkFqcGc@._V1_.jpg', 'width': 2640, 'height': 1100}",197.0,"{'year': 1972, 'month': 8, 'day': 4}",,,92,,
nm6093451,Scott McCutcheon,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTYyMzIzYjUtYmMyYi00YTVmLWI4MWItZDZiODA4YTQyYzFiXkEyXkFqcGc@._V1_.jpg', 'width': 498, 'height': 499}",,,,,92,,
nm1496043,Patrick Mulvey,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDYyYWU3MTAtMTNlYi00MjY5LWFmMGUtMGFiNDc3NTk5ZjUwXkEyXkFqcGc@._V1_.jpg', 'width': 1600, 'height': 2400}",,,,,92,,
nm2091816,Julian Butterfield,,,,,,92,,
nm0453273,Kevin Kilner,"{'url': 'https://m.media-amazon.com/images/M/MV5BNGEyNTQ1ZDAtMGUwZS00NmZhLTk2NDgtMjdiM2Q2NmE3MzkzXkEyXkFqcGc@._V1_.jpg', 'width': 1868, 'height': 1244}",191.0,"{'year': 1958, 'month': 5, 'day': 3}",,,92,,
nm0604699,Hallie Todd,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2ZmMWFhNWYtNmY1Yi00MzQ2LTg5OTYtOTg4ODhkOTVkMmI1XkEyXkFqcGc@._V1_CR241,34,531,796_.jpg', 'width': 531, 'height': 796}",160.0,"{'year': 1962, 'month': 1, 'day': 7}",,,92,,
nm0736579,Joe Rogan,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTgwOTllOWUtNWZlMS00NTE2LTg1MWQtYjUyOGQ2NDgwZGMzXkEyXkFqcGc@._V1_.jpg', 'width': 724, 'height': 730}",173.0,"{'year': 1967, 'month': 8, 'day': 11}",,,92,,
nm0510168,Shad Moss,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDgwNjg1NjMzN15BMl5BanBnXkFtZTgwODgwNTIxNDM@._V1_.jpg', 'width': 1448, 'height': 2048}",170.0,"{'year': 1987, 'month': 3, 'day': 9}",,,92,,
nm0765546,Michael Sarrazin,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDVhOGI2ZWYtZTg0YS00MDQzLTkxOTItYzBiM2Q4YjQ2NDhhXkEyXkFqcGc@._V1_.jpg', 'width': 3807, 'height': 3902}",189.0,"{'year': 1940, 'month': 5, 'day': 22}","{'year': 2011, 'month': 4, 'day': 17}",,92,,
nm3241371,Clare Bowen,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjhjODA5ODktZDg0MC00MjMzLTg5N2EtMjc0MmNjNDI3ZjFlXkEyXkFqcGc@._V1_.jpg', 'width': 1536, 'height': 2046}",157.0,,,,92,,
nm4446305,Nic Pizzolatto,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDYwZGViNDgtZjg4Ni00YzNiLTk3N2ItNTBhMzRjY2ViYTExXkEyXkFqcGc@._V1_.jpg', 'width': 750, 'height': 933}",175.0,"{'year': 1975, 'month': 10, 'day': 18}",,,92,,
nm1136263,Adriano Goldman,,,,,,92,,
nm0694066,Clifton Powell,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM0MjAzNDUzMF5BMl5BanBnXkFtZTYwNTkwMzY0._V1_.jpg', 'width': 320, 'height': 400}",180.0,"{'year': 1956, 'month': 3, 'day': 16}",,,92,,
nm0001753,P.J. Soles,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzM1NWY5ODktNTU3Mi00ZTI2LTg0ZjMtZDM5N2Y0ZDM2MjA2XkEyXkFqcGc@._V1_.jpg', 'width': 555, 'height': 720}",165.0,"{'year': 1950, 'month': 7, 'day': 17}",,,92,,
nm3409535,Emma Fuhrmann,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzY1NjhjZTEtMGM2MC00NDIxLWE3MWItYTkxYzUwMTYyYjY3XkEyXkFqcGc@._V1_.jpg', 'width': 1280, 'height': 1573}",175.0,,,,92,,
nm8801103,Miah Green,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDNmYmE5NWItNGYyOS00NzlmLWEyNjEtOTFkZDBjY2Y1NTA2XkEyXkFqcGc@._V1_CR115,529,678,1017_.jpg', 'width': 678, 'height': 1017}",169.0,,,,92,,
nm15872429,Arvin Lai,,,,,,92,,
nm4291609,Melissa Navia,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTY5ZGMyYWMtMGQwOS00NWYyLWIzMTUtNGZhNWIyODUxMzE2XkEyXkFqcGc@._V1_.jpg', 'width': 2417, 'height': 3500}",160.0,,,,92,,
nm0001400,Michelle Johnson,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU2MDMwMDA0Ml5BMl5BanBnXkFtZTYwMTU2NjMz._V1_.jpg', 'width': 277, 'height': 400}",178.0,"{'year': 1965, 'month': 9, 'day': 9}",,,92,,
nm1719342,Cory Monteith,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUzMzI2ODMxNl5BMl5BanBnXkFtZTcwNDA2MjMyMw@@._V1_.jpg', 'width': 400, 'height': 600}",192.0,"{'year': 1982, 'month': 5, 'day': 11}","{'year': 2013, 'month': 7, 'day': 13}",,92,,
nm0593819,Ilan Mitchell-Smith,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjk0MTE5MDM2OV5BMl5BanBnXkFtZTcwODgyMDgxOA@@._V1_.jpg', 'width': 1373, 'height': 2048}",178.0,"{'year': 1969, 'month': 6, 'day': 29}",,,92,,
nm0417252,Gregory Jamrok,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGU5Y2NkMmItZDYzZi00YzIyLWFmNzAtY2E3MTRjMjkyNDE1XkEyXkFqcGc@._V1_.jpg', 'width': 1848, 'height': 2768}",,,,,92,,
nm2109158,Richie Moriarty,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGM4MTNhNmQtYWVjMC00MzIyLWI3OTAtYTdlODU0M2U0OTEyXkEyXkFqcGc@._V1_.jpg', 'width': 943, 'height': 1187}",180.0,,,,92,,
nm0509263,Nikolaj Lie Kaas,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDJjMDVmZTYtNzc0NS00YmRmLWI0MTEtMTljMjBjMzViZGRlXkEyXkFqcGc@._V1_CR211,12,1082,1623_.jpg', 'width': 1082, 'height': 1623}",187.0,"{'year': 1973, 'month': 5, 'day': 22}",,,92,,
nm0607403,Neil Morrissey,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEwODM3MDczMF5BMl5BanBnXkFtZTcwMDg2NDMxOA@@._V1_.jpg', 'width': 1432, 'height': 2048}",188.0,"{'year': 1962, 'month': 7, 'day': 4}",,,92,,
nm3738785,Park Eun-bin,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTUxNzA5NDgtOGRhMC00ZWNiLTkxYTQtYjdjZTI2NGFjNmYyXkEyXkFqcGc@._V1_.jpg', 'width': 740, 'height': 925}",163.0,"{'year': 1992, 'month': 9, 'day': 4}",,,92,,
nm4750033,Jan Kasskawo,,,,,,92,,
nm3315894,Varun Dhawan,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_.jpg', 'width': 1424, 'height': 2048}",169.0,"{'year': 1987, 'month': 4, 'day': 24}",,,92,,
nm0001639,Alex Proyas,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTJlZjNiMjYtN2NhNS00MWE0LThiYzAtNTk0ZjMwNmYxZDMxXkEyXkFqcGc@._V1_CR14,1,2058,3087_.jpg', 'width': 2058, 'height': 3087}",175.0,"{'year': 1963, 'month': 9, 'day': 23}",,,92,,
nm0000052,Marcello Mastroianni,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzFlMGZlYjQtMTVkMC00MmE2LTliY2ItY2ZhN2YzYmQ0YjkwXkEyXkFqcGc@._V1_.jpg', 'width': 4112, 'height': 4961}",176.0,"{'year': 1924, 'month': 9, 'day': 26}","{'year': 1996, 'month': 12, 'day': 19}",,92,,
nm0175834,Kevin Conroy,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM4MDcwMTU2NF5BMl5BanBnXkFtZTcwMzMyMjg0Nw@@._V1_.jpg', 'width': 1420, 'height': 2048}",188.0,"{'year': 1955, 'month': 11, 'day': 30}","{'year': 2022, 'month': 11, 'day': 10}",,92,,
nm0041411,Juliet Aubrey,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmQxOGQ0MTAtNDExMS00OGZjLThjYTQtNjdjNDRhMzE3YWU1XkEyXkFqcGc@._V1_CR253,154,3333,5000_.jpg', 'width': 3333, 'height': 5000}",173.0,"{'year': 1966, 'month': 12, 'day': 17}",,,92,,
nm10138913,Piper Rubio,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjdlODg5MjgtNDgyZS00M2NiLWI3YzUtMTliOTU3ZWUyNGZkXkEyXkFqcGc@._V1_.jpg', 'width': 1365, 'height': 2048}",160.0,"{'year': 2013, 'month': 9, 'day': 20}",,,92,,
nm1807222,Sarah Baker,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQzNjg5NDg1NF5BMl5BanBnXkFtZTgwMDM0MTcyMTE@._V1_.jpg', 'width': 1800, 'height': 2700}",,,,,92,,
nm1058987,Kenneth Mitchell,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU0NDE2NDkwMV5BMl5BanBnXkFtZTgwMzM4NDY1MjE@._V1_.jpg', 'width': 853, 'height': 1280}",187.0,"{'year': 1974, 'month': 11, 'day': 25}","{'year': 2024, 'month': 2, 'day': 24}",,92,,
nm9613730,Steve Gerben,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2MwOTU5ZDktYWIyZC00NzBlLTk2NjAtZDc5ODY3MTY1OTBjXkEyXkFqcGc@._V1_.jpg', 'width': 1983, 'height': 3000}",183.0,,,,92,,
nm9620354,Victoria Dunsmore,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2MyM2JlOGYtMTlmYS00OGY4LWFmMGYtZjQ4MGY5ZmVjZjBlXkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2000}",180.0,"{'year': 1993, 'month': 3, 'day': 17}",,,92,,
nm0461409,Andrew Knott,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmNmMGNkYWEtMjBkNy00NjYxLWJjYTctYzViYTdmMGM1ZGVkXkEyXkFqcGc@._V1_.jpg', 'width': 962, 'height': 1443}",183.0,"{'year': 1979, 'month': 11, 'day': 22}",,,92,,
nm0145009,Alex Castillo,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGZjMjVmYzQtYzFhYi00ZmM0LWE5OWQtODVjZjViNmQyMmExXkEyXkFqcGc@._V1_.jpg', 'width': 780, 'height': 1297}",170.0,,,,92,,
nm0390155,Amanda Holden,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAyMzgzMDc1N15BMl5BanBnXkFtZTcwOTc5NzY4Mw@@._V1_.jpg', 'width': 267, 'height': 400}",163.0,"{'year': 1971, 'month': 2, 'day': 16}",,,92,,
nm0193485,Richard Curtis,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTMzNzAxMTM3N15BMl5BanBnXkFtZTcwOTAzODQyNw@@._V1_.jpg', 'width': 1362, 'height': 2048}",180.0,"{'year': 1956, 'month': 11, 'day': 8}",,,92,,
nm0468957,Linda Kozlowski,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAxODM3Njk1NV5BMl5BanBnXkFtZTcwNTk0MDkwMw@@._V1_.jpg', 'width': 1849, 'height': 2048}",170.0,"{'year': 1958, 'month': 1, 'day': 7}",,,92,,
nm2943365,Abraham Libbos,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2FhNTYyZDMtZjA4ZC00ZjU1LWI4MDEtYTkxNWU4NWM0MWYyXkEyXkFqcGc@._V1_.jpg', 'width': 1848, 'height': 2768}",,,,,92,,
nm12433609,Clare McAuley,,,,,,92,,
nm11375963,Eibhin O'Mianain,,,,,,92,,
nm1727367,Tim Heidecker,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEzMTMzOTQ4OV5BMl5BanBnXkFtZTgwNTQ0MjMxNjE@._V1_.jpg', 'width': 1482, 'height': 2048}",183.0,"{'year': 1976, 'month': 2, 'day': 3}",,,92,,
nm7312806,Aomi Muyock,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc4MjE5MjcwN15BMl5BanBnXkFtZTgwMjc5MzY3NTE@._V1_.jpg', 'width': 1367, 'height': 2048}",178.0,"{'year': 1989, 'month': 1, 'day': 14}",,,93,,
nm0002027,Ben Cross,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkxMTkxMDcxNV5BMl5BanBnXkFtZTcwOTg0NjM1Mg@@._V1_.jpg', 'width': 286, 'height': 400}",182.0,"{'year': 1947, 'month': 12, 'day': 16}","{'year': 2020, 'month': 8, 'day': 18}",,93,,
nm0001656,Donna Reed,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmE5MTNiYTktZWZhMy00MWNmLTlkYTQtNGI5ODRkNzk4ZGQxXkEyXkFqcGc@._V1_.jpg', 'width': 2266, 'height': 2800}",161.0,"{'year': 1921, 'month': 1, 'day': 27}","{'year': 1986, 'month': 1, 'day': 14}",,93,,
nm10500801,D'Pharaoh Woon-A-Tai,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTk3YmY4ZGUtYTVlNC00OWRlLTg4YzEtNTE4YjczZDE1YTRmXkEyXkFqcGc@._V1_.jpg', 'width': 3038, 'height': 3750}",180.0,"{'year': 2001, 'month': 9, 'day': 19}",,,93,,
nm0905935,Jack Wagner,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTczOTI1MjE3Ml5BMl5BanBnXkFtZTYwNzM4NDc0._V1_.jpg', 'width': 271, 'height': 400}",182.0,"{'year': 1959, 'month': 10, 'day': 3}",,,93,,
nm1070252,Toby Schmitz,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg5MzkwMjc3N15BMl5BanBnXkFtZTgwNTEyOTY2MDE@._V1_.jpg', 'width': 1800, 'height': 1200}",,"{'year': 1977, 'month': 5, 'day': 4}",,,93,,
nm0004921,Joely Fisher,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzQwYmJmOGUtYTMzZi00MjRhLWJlMDMtYzlkOTg5YTVlYWE0XkEyXkFqcGc@._V1_.jpg', 'width': 600, 'height': 900}",170.0,,,,93,,
nm1969144,Gene Stupnitsky,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM1NzM0NzUxMV5BMl5BanBnXkFtZTcwMjUzMzExOA@@._V1_.jpg', 'width': 1352, 'height': 2048}",,"{'year': 1977, 'month': 8, 'day': 26}",,,93,,
nm0601041,Christina Moore,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjkxZmVkZmUtMDczOC00ZTNhLTkzYzYtZWJjNzI3NmUxNDNkXkEyXkFqcGc@._V1_CR994,467,2132,3198_.jpg', 'width': 2132, 'height': 3198}",170.0,,,,93,,
nm1623508,Tom Brooke,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGJiZTNkYjMtNmVkZi00ZGM1LWI0OGMtN2Y4YzdmMTExODkxXkEyXkFqcGc@._V1_.jpg', 'width': 2410, 'height': 3543}",185.0,{'year': 1978},,,93,,
nm0176792,Tim Conway,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY4MjgwNTIyNl5BMl5BanBnXkFtZTcwNzczNjA0NA@@._V1_.jpg', 'width': 1397, 'height': 2048}",168.0,"{'year': 1933, 'month': 12, 'day': 15}","{'year': 2019, 'month': 5, 'day': 14}",,93,,
nm0920564,Kenneth Welsh,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEzMjY5MDQzNF5BMl5BanBnXkFtZTgwNTQ2MzMyMDE@._V1_.jpg', 'width': 1487, 'height': 2048}",175.0,"{'year': 1942, 'month': 3, 'day': 30}","{'year': 2022, 'month': 5, 'day': 5}",,93,,
nm1399770,David Dencik,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjI4OTExNTg3NF5BMl5BanBnXkFtZTgwNzE2NzQ4ODE@._V1_.jpg', 'width': 1498, 'height': 1999}",173.0,"{'year': 1974, 'month': 10, 'day': 31}",,,93,,
nm0828447,Inger Stevens,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDU2NjQyZTgtMTIxMi00OTQ3LWJkMTEtM2JjMWJlYjYzNmRmXkEyXkFqcGc@._V1_.jpg', 'width': 5935, 'height': 4823}",166.0,"{'year': 1934, 'month': 10, 'day': 18}","{'year': 1970, 'month': 4, 'day': 30}",,93,,
nm0722407,Cynthia Rhodes,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM5MjI5NDYwMl5BMl5BanBnXkFtZTcwMjgwNjUwOA@@._V1_.jpg', 'width': 886, 'height': 1325}",170.0,"{'year': 1956, 'month': 11, 'day': 21}",,,93,,
nm4770305,Scott Campbell,,,,,,93,,
nm15671952,Bonaventura Setiawan,,,,,,93,,
